MovieID,895,896,897,899,904,909,910,911,912,913,914,918,920,921,922,926,927,929,930,934,935,936,937,943,948,949,953,957,959,962
1,0.0008725578340066279,0.00818305610707337,0.0008765330554641081,0.0013294448019821167,0.0008001617794499705,0.0008175647102274658,0.0008254397755679048,0.0008158744514587786,0.0008604399269247959,0.0008634325741435475,0.0008462698235347242,0.000839215651964945,0.0008461930408464935,0.000868355825409736,0.0008382433878677195,0.0048398414372026795,0.0008984259505882092,0.0014625452298868353,0.0008455268801998189,0.0024519287709050598,0.0013500790141744421,0.010278786750448734,0.0008340797292205153,0.0008744097702029391,0.0010404235494628484,5.0,4.0,5.0,,
2,0.00020098904094612572,0.00020969362460318623,0.0002027252958773645,0.0002084800702341894,0.0002284153813802682,0.000182481232886515,0.0002128528797650359,0.00021337285321809606,0.0001954949934284953,0.00023407039168364392,0.00019336148176816596,0.00020970219436132614,0.00020999346309406522,0.0002099999604759059,0.0002092708810773073,0.00023499412742574978,0.00021434544713955223,0.00021148715005507777,0.00020293227243595115,0.0002263382853281821,0.0002138944123615691,0.0002494231633390482,0.00020916425652841883,0.000201988763000461,0.0002081424345951787,,,,3.0,
3,0.00012728511049876347,0.00014653249040336004,0.00013180842305623945,0.00025372681476350673,0.00015414663078443027,0.00011215629100042229,0.00013426329618114493,0.0001394556771656232,0.00012820114697739406,0.00013328240562434856,0.00011959562083990761,0.00016015387419637218,0.00013713186963701133,0.0008068739029523391,0.00013262796486200067,0.0001387322431875885,0.001245577360153879,0.000126966189242217,0.00012742246802034007,0.00016262703843996984,0.0008544462735455903,0.00014708335276226818,0.0025550754862398435,0.00013102537682619498,0.0004080938552763735,,,,,
4,4.369006938149967e-05,4.784552679318749e-05,4.3696757882642274e-05,4.775941621203224e-05,4.1544861374124616e-05,3.748548498312853e-05,4.5193026881084875e-05,4.099960615489642e-05,4.1620677701649076e-05,4.1580032806246745e-05,4.052760064427017e-05,4.298449301148114e-05,4.427063761327585e-05,4.23413535293628e-05,4.2064789927751874e-05,4.202214511078541e-05,5.402377317185815e-05,3.96469086946043e-05,4.3561385011349054e-05,5.798637331416321e-05,4.440427418347073e-05,4.7992589214684365e-05,4.071321543505452e-05,4.825888822522604e-05,3.9952036552009825e-05,,,,,
5,8.265975246171656e-05,9.599421222193283e-05,7.90610873726953e-05,8.587386169733131e-05,8.053272812362981e-05,6.765633285709817e-05,8.366815937380644e-05,8.045763591511762e-05,7.776719846621727e-05,7.992484583551571e-05,7.361720204440022e-05,8.816084745592643e-05,8.280286844188843e-05,7.795272976690744e-05,7.958636479721157e-05,8.699479878783053e-05,0.00010550233831712207,7.586911840966918e-05,7.705204897997086e-05,0.001347543642389729,8.49740624618628e-05,0.00010325404092085218,7.688821735898525e-05,8.476847678853628e-05,7.591308844345074e-05,,,,,
6,0.0003504573564080706,0.00034663160381867087,0.000375059559900381,0.00033613740772241125,0.0024071354448475333,0.0003417404435393204,0.0003370157823584918,0.00034045527426016415,0.00033960025291875513,0.0003602053514749159,0.00034268333991064313,0.000332893757504513,0.00035941930539158846,0.0003602685428765308,0.0007834460280159567,0.00032981760575659423,0.0003402992375208336,0.0010003458591877398,0.00043006836387961554,0.00033615251973948446,0.0007354585752514899,0.00034246114980364476,0.00034583890252668376,0.0003383911962505166,0.00033828430485250837,3.0,5.0,4.0,,
7,0.00013084574362194905,0.00014278786349590768,0.00013516112825135974,0.0005041325833149057,0.0001294664263475526,0.00011866945129623023,0.00014521028634455178,0.00014054894965921522,0.00013123261271157297,0.00013424656744595007,0.0001298985294124254,0.00013452400071005174,0.0001331257293309118,0.00013606397284374546,0.00013379178692187355,0.00013881536777778173,0.0016228751314784793,0.0001292616043398847,0.0001282032438859389,0.0011089664342945954,0.00013615385872321062,0.00014982847634983224,0.0001275807788801743,0.00015840120966432,0.00013040974019619213,,,,3.0,
8,1.7012667218708075e-05,1.9286182902469257e-05,1.6819667213322294e-05,1.7714550094135445e-05,1.7345316952790898e-05,1.6342408637550932e-05,1.8655006288877913e-05,1.8914064138440495e-05,1.694284609262507e-05,1.8987552618098335e-05,1.7446340946827867e-05,1.562856753112629e-05,1.739223989417005e-05,1.7046042060766934e-05,1.7497016821398897e-05,2.2106400785580614e-05,1.8251247090372037e-05,1.6888965881258816e-05,1.6279944460974714e-05,1.986920508517812e-05,1.7296182901994286e-05,2.190202848206907e-05,1.678517185985935e-05,1.720018108935147e-05,1.7954863623275362e-05,,,,,
9,2.232997700612437e-05,2.568122936066212e-05,2.3065403991122202e-05,2.2266581556136618e-05,3.5933532315500276e-05,2.075752499905192e-05,2.3080979900713187e-05,2.446234876280122e-05,2.136559902168866e-05,2.9356522629951724e-05,1.9793826521006216e-05,2.1630686145964744e-05,2.4785267129095608e-05,2.3651215085866592e-05,2.5527454700428e-05,2.4048947555961298e-05,2.4305846183828894e-05,2.5847395639264126e-05,2.581243405646697e-05,2.4969291807071976e-05,2.91561245928942e-05,2.738670629788153e-05,2.3721403118289938e-05,2.110249595890121e-05,2.3437794014586993e-05,3.0,,,,
